id,name,process_code,description,process_description
data/known_urgent/368708-2024,Raamovereenkomst onderhoud VRI 2024-2028,open,"Het werk bestaat voornamelijk uit klein en groot onderhoud VRI en eventuele spoed reparaties.
Het klein en groot onderhoud VRI bestaat in hoofdzaak uit:
a. Eerstelijns onderhoud Verkeersregelinstallaties;
b. Coördinatie van tweedelijnsonderhoud.

De opdrachtgever behoudt het recht om overeenkomstige werkzaamheden op projectbasis anders aan te besteden. De maximale waarde van de Raamovereenkomst betreft €1.500.000,-.",
data/known_urgent/49652-2024,Inhuur Technisch en Ondersteunend Personeel Overbruggingsovereenkomst,neg-wo-call,"Het hoogheemraadschap van Rijnland en het hoogheemraadschap Schieland en de Krimpenerwaard (hierna: “Opdrachtgevers”) zijn voornemens om met de raamcontractanten voor de raamovereenkomsten “Inhuur van technisch en ondersteunend personeel” overbruggingsovereenkomsten te sluiten. De reden hiervoor is dat vanwege onvoorzienbare omstandigheden dwingende spoed is ontstaan bij tijdelijke overeenkomsten.
Er is in dit specifieke geval sprake van dwingende spoed, omdat Opdrachtgevers in de tussenliggende periode tussen de oude en de nieuw te sluiten raamovereenkomst wel technisch en ondersteunend personeel moeten inhuren voor de uitvoering van werkzaamheden in het kader van bedrijfsvoering en de wettelijke taak. In het bijzonder zou het grote gevolgen kunnen hebben voor de realisatie van projecten. De onvoorzienbare omstandigheid heeft zich voorgedaan dat Opdrachtgevers vertraging van (circa) twee maanden hebben opgelopen in verband met de aanbesteding (TenderNed nummer 438410) voor de inhuur van technisch en ondersteunend personeel. In het bijzonder is deze vertraging ontstaan door aanpassing van de perceelindeling. Daardoor sluiten de nieuw te sluiten raamovereenkomsten niet meer aan op de einddatum van de lopende raamovereenkomsten.

Opdrachtgevers doen een beroep op dwingende spoed (ex artikel 2.32 lid 1, sub c, Aanbestedingswet 2012) om tijdelijke overeenkomsten, ter overbrugging van de periode tussen het initiële einde van de raamovereenkomsten en de start van de nieuw te sluiten raamovereenkomsten, te sluiten.",
data/known_urgent/727006-2023,Gebied Zee-Zevenaar - Eenmalige spoeling brandblusleidingen Rotterdamse havenemplacementen,neg-wo-call,"De werkzaamheden omvatten in hoofdlijnen:
• Engineering tijdelijk blusleidingensysteem;
• Engineering bestaand leidingsysteem (review Definitief Ontwerp door huidige aannemers van het betreffende leidingsysteem). Uit deze engineeringsstap dient naar voren komen of het huidige systeem technisch geschikt is voor de flow (debiet) van 3 m/s en dit geen schade kan aanrichten aan het bestaande systeem;
• Aanpassen bestaand blusleidingensysteem (o.a. productie van Tie-in's en manifolds);
• Opstellen van spoelplan en uitvoeren spoelwerkzaamheden middels mobiele pomp- en boostersystemen in een gesloten watercircuit met (water)containers;
• Demontage en demobilisatie tijdelijk aanpassing blusleidingensysteem;
• Begeleiding uitvoering. Scope: drie emplacementen, te weten:
• Botlek GEO code 950/16.250-18.500
• Pernis GEO code 950/11.700-12.700
• Maasvlakte West GEO code 478/0.000-2.200
• Waalhaven Zuid GEO code 950/6.100-7.800 en 950/205.800-206.100",
data/known_urgent/100161-2024,"Printwerk, stationary en mailings",open,"Dit is een Europese Openbare aanbesteding van het Universitair Medisch Centrum Utrecht. De aanbesteding betreft de levering van printwerk, stationary en mailings. De Aanbestedende Dienst wordt in deze aanbestedingsprocedure verder aangeduid als ""UMC"", voor zover niet anders aangeduid.

UMC wenst hiertoe een raamovereenkomst te sluiten met één Leverancier voor de duur van maximaal 4 jaar.

Aanleiding en doel van de opdracht
De huidige contracten van het UMC met leveranciers van reprowerk, print- en drukwerk en stationary lopen af. Middels deze aanbesteding wenst het UMC een nieuwe overeenkomst voor printwerk, stationary en mailings af te sluiten.
",
data/known_urgent/700712-2023,Beveiligingsdiensten opvang derdelanders,neg-wo-call,Beveiligingsdiensten Zonnehof opvang derdelanders Beveiligingsdiensten voor 4 maanden voor opvanglocatie derdelanders,"Gemeente Amersfoort vangt sinds maart 2022 Oekraïense ontheemden op. De betreffende locatie, een verbouwd kantoorpand, is sinds maart 2022 in gebruik als opvanglocatie. De bedoeling was om het pand vanaf 1 oktober 2023 te sluiten omdat er voldoende plekken voor Oekraïners beschikbaar zijn op 2 nieuwe opvanglocaties. Op deze locatie wonen nu nog zo’n 80 zgn derdelanders die volgens het Rijksbeleid per 4 september 2023 het land hadden moeten verlaten. 
Echter, kort voor de datum van 4 september heeft de staatssecretaris laten weten dat de derdelanders in Nederland mogen blijven totdat de Raad van State heeft geoordeeld of de geplande uitzetting rechtmatig is en dus ook recht blijven houden op de voorzieningen waar zij voor 4 september ook recht op hadden. Dit houdt een verplichting in voor de gemeente Amersfoort. Het oordeel van de Raad van State wordt eind 2023 verwacht. 
Op de nieuwe locaties is echter geen ruimte voor de 80 derdelanders. De gemeente Amersfoort heeft er daarom vanwege dwingende spoed voor gekozen de huidige locatie langer open te houden en de beveiliging voort te zetten, om de 80 derdelanders de voorzieningen te kunnen blijven bieden waar zij recht op hebben. De overeenkomsten met de huidige opdrachtnemers zijn verlengd tot 1 februari 2024, wanneer de nieuwe locatie wordt opgeleverd en de derdelanders daar eventueel opgevangen kunnen worden. 
Na oplevering van nieuwe locaties in 2024 sluiten we deze locatie als opvanglocatie."
data/known_urgent/650250-2024,Accountantscontrole gemeente Halderberge en Rucphen,open,Heet uitvoeren van de accountantscontrole voor de gemeente Halderberge en Rucphen 100000,"De aanbesteding is reeds in 4 percelen weg gezet, helaas waren er voor Halderberge en Rucphen geen geschikte inschrijvingen bij, vandaar dat deze met spoed weer op nieuw in de markt wordt gezet."
data/known_urgent/789093-2023,Overbruggingsovereenkomst Schoonmaak,neg-wo-call,"Toelichting procedure ‘vrijwillige transparantie vooraf – op basis van dwingende spoed’, zie bijlage. 52 VRNHN panden",
data/known_urgent/621770-2024,A04.83.2024 Ingenieursdiensten ten behoeve van het programma opvang statushouders en asielzoekers,neg-wo-call,"De gemeente Leiden heeft voor het programma OSA behoefte aan ingenieursdiensten specifiek voor de locatie aan de Archimedesweg in Leiden. Deze locatie huurt de gemeente Leiden per 1 juli 2024 en zal voornoemde locatie geschikt maken voor de bewoning door Oekraïense ontheemden. De locaties waar de Oekraïners nu zijn gehuisvest vervallen per eind november 2024/ januari. Voor deze data dient de verhuizing plaats te vinden. Voor die tijd dienen de werkzaamheden om het pand voor bewoning geschikt te maken te zijn afgerond. De aard van de vraag die er nu ligt en de snelheid waarmee de ingenieursdiensten uitgevoerd dienen te worden maakt het niet realistisch om deze dienstverlening aan te besteden. Om snelheid in het proces te brengen, en de deadline van inhuizing te halen, heeft de gemeente Leiden ervoor gekozen om middels deze publicatie van vrijwillige transparantie drie partijen te contracteren die de ingenieursdiensten voor deze locatie uit gaan voeren. De totale omvang verdeeld over drie partijen is maximaal € 125.000,-",De aard van de vraag die er nu ligt en de snelheid waarmee de ingenieursdiensten uitgevoerd dienen te worden maakt het niet realistisch om deze dienstverlening aan te besteden.
data/known_urgent/551474-2024,PGO Verlenging overeenkomst Betuwe-2,neg-wo-call,Verlengingsopdracht voor PGO Betuwe-2 om reden dat tegen de gunningsbeslissing van de opvolgende opdracht PGO Betuwe-3 bezwaar is aangetekend. 5 maanden,Verlenging van de lopende overeenkomst aangezien de gunning van de nieuwe overeenkomst bezwaar is aangetekend.
data/known_urgent/172607-2024,Uitvoeren van next en third generation sequencing t.b.v. de NVWA,open,"De raamovereenkomst met de huidige leverancier, voor het uitvoeren van NGS en TGS, loopt naar verwachting in het tweede kwartaal 2024 af, omdat de contractwaarde dan is bereikt.
Het doel van deze Europese aanbesteding is het sluiten van een Raamovereenkomst met één Opdrachtnemer voor het ‘Uitvoeren van next- en third generation sequencing’.

De betreffende dienstverlening is ten behoeve van de Nederlandse Voedsel- en Warenautoriteit (NVWA). 

De opdracht betreft:
Library preparatie:
voor DNA;
voor RNA incl. plant rRNA depletie en poly-A selectie.

Next Generation Sequencing; DNA en RNA:
voor paired-end short reads (<500 nt) gebruik makend van:
Illumina Novaseq 6000, X of X plus, of;
Illumina Nextseq 550, 1000, 2000, of;
Illumina MiSeq;

Third Generation Sequencing; DNA;
voor long reads (>500 nt) gebruik makend van:
PacBio Sequel II, of;
Oxford Nanopore.

Als uitvloeisel van het Uitvoeringsprogramma Compacte Rijksdienst is het RIVM eind 2012 aangewezen als een inkoopuitvoeringscentrum (IUC) van de Rijksoverheid. Een van de taken van het IUC-RIVM vormt de uitvoering van de Rijksinkoopcategorie Laboratorium. Doelstellingen van categoriemanagement zijn o.a. kennisbundeling en inkoopsamenwerking per productgroep. Deelnemers van deze inkoopsamenwerking zijn Nederlandse Voedsel en Warenautoriteit (NVWA), Nederlands Forensisch Instituut (NFI), Belastingdienst/Douanelaboratorium, Rijksdienst voor het Cultureel Erfgoed (RCE), Rijksinstituut voor Volksgezondheid en Milieu (RIVM), Rijkswaterstaat / Waterdienst, Defensie (diverse laboratoria). Deze aanbesteding wordt uitgevoerd in het kader van de categorie Laboratorium door het IUC-RIVM. Nadere informatie over inkopen door het Rijk:
https://www.rijksoverheid.nl/onderwerpen/zakendoen-met-het-rijk/hoe-het-rijk-inkoopt
https://www.rijksoverheid.nl/onderwerpen/zakendoen-met-het-rijk/inkoopcategorieen/categorie-laboratorium
",
data/known_urgent/214189-2024,CrisisNoodOpvang (CNO) Zandkant Heeswijk-Dinther,neg-wo-call,"Leveringen en diensten ten behoeve van de CrisisNoodOpvang op de locatie Zandkant te Heeswijk-Dinther. Opdrachten waarvoor publicatie is vereist:
- Leveringen terreininrichting, kantoor- en woonunits.
- Maaltijdvoorziening
- Leveringen ten behoeve van terrein beveiliging
- Beveiligingsdiensten","De gemeente Bernheze heeft eind 2023 een CrisisNoodOpvang (CNO) locatie gerealiseerd voor de opvang van circa 200 Oekraïense vluchtelingen. Het betreft een opvang locatie waarbij feitelijk alle voorzieningen voor de tijdelijke huisvesting van de vluchtelingen binnen enkel weken is gerealiseerd (infrastructuur, verblijfunits, recreatie- en cateringpaviljoen, sanitair, beveiliging etc.). De gemeente heeft steeds beoogd om de CNO open te stellen tot uiterlijk 1 april 2024. De opdrachten voor realisatie zijn ook verstrekt met een looptijd tot uiterlijk 1-4-2024. 
Begin februari 2024 heeft de gemeente op verzoek van het Ministerie van Justitie en Veiligheid de verlenging van de openstelling van de CNO in overweging genomen. Op 27 februari 2024 heeft het college van b en w besloten om de openstelling van de CNO de verlengen tot 1 oktober 2024 met uitloop tot uiterlijk 31 december 2024. In de periode voorafgaande aan dit besluit is inspraak voor omwonenden georganiseerd, financiering zeker gesteld, vergunningen gecontroleerd e.d..
De extreme urgentie voor directe gunning van de opdrachten ontstaat allereest doordat het tijdsbestek tussen het besluit en de beoogde startdatum geen ruimte geeft voor een aanbestedingsprocedure. Verder is het verzoek van het ministerie niet door de gemeente voorzien (hetgeen mede blijkt uit de opdrachten die in beginsel tot uiterlijk 1-4-2024 zijn verstrekt). 
De argumenten in de voorafgaande publicatie en het verloop tot aan het besluit om de CrisisNoodOpvang te verlengen maakt dat is voldaan aan de cumulatieve vereisten om gebruik te mogen maken van de onderhandelingsprocedure zonder bekendmaken (artikel 2.32 lid 1 sub c Aanbestedingswet 2012). 

Aanvullend op de uitzonderingsgrond ""dwingende spoed"" doet de gemeente voor de opdrachten die zij sluit voor het realiseren van de voortzetting van de CrisisNoodOpvang tot 1 oktober 2024 met uitloop tot 31 december 2024 een beroep op Artikel 2.33 sub b Aanbestedingswet 2012: Aanvullende leveringen door de oorspronkelijke leverancier ter voorkoming van onevenredige technische moeilijkheden en Artikel 2.32 lid 1 sub b Aanbestedingswet 2012: Opdrachten die slecht door een bepaalde ondernemer kunnen worden verricht omdat de mededingen om technische reden ontbreekt."
data/known_urgent/126078-2024,Beveiliging,neg-wo-call,Beveiliging noodopvang asielzoekers 182 dagen,
data/known_urgent/213523-2024,Opvang vluchtelingen Hertenhof,neg-wo-call,"Sinds het uitbreken van de oorlog in Oekraïne is er in Europa een grote 
ontheemdenstroom op gang gekomen. Gemeenten in Nederland zien zich 
daardoor genoodzaakt te voorzien in (tijdelijke) opvang en huisvesting. Ook 
binnen onze gemeente gaat er tijdelijke opvang voor Oekraïense 
ontheemden plaatsvinden. Dit betreft circa 125 volwassenen en kinderen. Onze gemeente werkt samen met een onderneming binnen de gemeente Epe waarbij huisvesting is geregeld door middel van het beschikbaar 
stellen van 35 chalets en de beheerderswoning (incl. beheer en onderhoud) voor een periode van minimaal 2 jaar met de mogelijkheid te verlengen tot maximaal 5 jaar De aanvangshuurprijs van het gehuurde bedraagt op de ingangsdatum op jaarbasis € 1.852.375,- (zegge: één miljoen achthonderd tweeënvijftig duizend driehonderd vijfenzeventig euro). De huurprijs is gebaseerd op een all-in bedrag van € 145,- per chalet per dag. In de huurprijs is inbegrepen de huur van de locatie, de chalets, beheer en onderhoud van de locatie en levering van nutsvoorzieningen (gas, water en elektra).",
data/known_urgent/49867-2024,Inhuur Technisch en Ondersteunend Personeel Overbruggingsovereenkomst,neg-wo-call,"Het hoogheemraadschap van Rijnland en het hoogheemraadschap Schieland en de Krimpenerwaard (hierna: “Opdrachtgevers”) zijn voornemens om met de raamcontractanten voor de raamovereenkomsten “Inhuur van technisch en ondersteunend personeel” overbruggingsovereenkomsten te sluiten. De reden hiervoor is dat vanwege onvoorzienbare omstandigheden dwingende spoed is ontstaan bij tijdelijke overeenkomsten.
Er is in dit specifieke geval sprake van dwingende spoed, omdat Opdrachtgevers in de tussenliggende periode tussen de oude en de nieuw te sluiten raamovereenkomst wel technisch en ondersteunend personeel moeten inhuren voor de uitvoering van werkzaamheden in het kader van bedrijfsvoering en de wettelijke taak. In het bijzonder zou het grote gevolgen kunnen hebben voor de realisatie van projecten. De onvoorzienbare omstandigheid heeft zich voorgedaan dat Opdrachtgevers vertraging van (circa) twee maanden hebben opgelopen in verband met de aanbesteding (TenderNed nummer 438410) voor de inhuur van technisch en ondersteunend personeel. In het bijzonder is deze vertraging ontstaan door aanpassing van de perceelindeling. Daardoor sluiten de nieuw te sluiten raamovereenkomsten niet meer aan op de einddatum van de lopende raamovereenkomsten.

Opdrachtgevers doen een beroep op dwingende spoed (ex artikel 2.32 lid 1, sub c, Aanbestedingswet 2012) om tijdelijke overeenkomsten, ter overbrugging van de periode tussen het initiële einde van de raamovereenkomsten en de start van de nieuw te sluiten raamovereenkomsten, te sluiten.",
